Date,Adj. Close,HighLow_Percent,Percent_Change,Adj. Volume,label
2004-08-19,50.32284179174976,5119.110895350058,4932.284179174976,44659000.0,68.75223155242995
2004-08-20,54.32268893670621,5370.888107483993,5332.268893670621,22834300.0,69.63997192190615
2004-08-23,54.86937650886953,5591.569329274693,5386.937650886953,18256100.0,69.07823790280256
2004-08-24,52.597363020888004,5497.278261782303,5159.736302088801,15247300.0,67.83941377138657
2004-08-25,53.164112522305025,5316.720898499003,5216.411252230502,9188600.0,68.91272698645953
2004-08-26,54.1220696441692,5314.21315734229,5312.2069644169205,7094800.0,70.66814579615829
2004-08-27,53.23934475700641,5347.816888842238,5223.934475700641,6211700.0,71.21984885063503
2004-08-30,51.162935079248456,5190.8322924320355,5016.2935079248455,5196700.0,72.27811561876771
2004-08-31,51.343492442531755,5101.55670725307,5034.349244253175,4917800.0,74.81093418704734
2004-09-01,50.280210192085654,5064.442138133725,4928.021019208565,9138200.0,74.19904534480949
2004-09-02,50.91216096357721,5034.349244253175,4991.216096357721,15118600.0,70.46251102130786
2004-09-03,50.159838616563455,5002.751705678597,4915.983861656346,5152400.0,74.92127479794269
2004-09-07,50.947269339771175,5015.791959693503,4994.726933977117,5847500.0,86.48196153038732
2004-09-08,51.30838406633777,5067.451427521781,5030.838406633778,4985600.0,93.99013855358456
2004-09-09,51.313399548651205,5051.40188411882,5031.3399548651205,4061700.0,91.18146845806655
2004-09-10,52.82807520730555,5244.497953185683,5182.807520730556,8698800.0,93.27292458276477
2004-09-13,53.91643486931878,5337.284375984045,5291.643486931878,7844100.0,96.9492731185053
2004-09-14,55.917612312375354,5517.340191036003,5491.761231237535,10828900.0,95.61515482313425
2004-09-15,56.17340191036003,5629.185446625381,5517.340191036003,10713000.0,98.31849979007033
2004-09-16,57.16145192610475,5707.928518946153,5616.1451926104755,9266300.0,97.73670384171302
2004-09-17,58.926901700430356,5792.690170043035,5792.690170043035,9472500.0,96.13174950141702
2004-09-20,59.86479689304083,5998.826493124802,5886.479689304083,10628700.0,92.63595832895979
2004-09-21,59.10244358140023,5939.643801826388,5810.244358140023,7228700.0,84.93719297785242
2004-09-22,59.37327962632518,5902.027684475701,5837.3279626325175,7581200.0,86.54214731814842
2004-09-23,60.59705731080088,6050.48596095308,5959.705731080087,8535600.0,84.61118662747978
2004-09-24,60.100524561771806,6124.213550960429,5910.052456177181,9123400.0,84.1898861131521
2004-09-27,59.313093838564086,5962.715020468143,5831.309383856408,7066100.0,91.79335730030441
2004-09-28,63.62640862810958,6289.724467303454,6262.640862810958,16929000.0,91.28177810433505
2004-09-29,65.74294216437494,6671.904219586439,6474.294216437494,30516400.0,92.72122152828803
2004-09-30,65.00065078198803,6535.4831006612785,6400.065078198802,13758000.0,86.5396395769917
2004-10-01,66.4952645113887,6632.783457541725,6549.52645113887,15124800.0,86.5170699065813
2004-10-04,67.73910412511809,6764.690642384801,6673.910412511809,13022700.0,84.02939067912249
2004-10-05,69.39922877086177,6847.947648787656,6839.922877086176,14973200.0,84.96227038941954
2004-10-06,68.75223155242995,6843.935262936915,6775.223155242995,13381400.0,82.8056129946468
2004-10-07,69.63997192190615,6915.6566600188935,6863.997192190615,14115000.0,84.01935971449565
2004-10-08,69.07823790280256,6905.625695392044,6807.823790280256,11069500.0,87.65056890941534
2004-10-11,67.83941377138657,6864.498740421959,6683.941377138657,10472100.0,89.97273722053112
2004-10-12,68.91272698645953,6801.805211504147,6791.272698645953,11665500.0,90.80530728455967
2004-10-13,70.66814579615829,7099.724860921591,6966.814579615829,19766200.0,91.2717471397082
2004-10-14,71.21984885063503,7041.043717854518,7021.9848850635035,10442100.0,90.25861971239635
2004-10-15,72.27811561876771,7197.526766033378,7127.8115618767715,13194700.0,89.97775270284455
2004-10-18,74.81093418704734,7383.099611630104,7381.093418704733,14036300.0,90.47930093418705
2004-10-19,74.19904534480949,7543.595045659704,7319.904534480949,18109800.0,88.41793770336936
2004-10-20,70.46251102130786,7372.567098771911,6946.251102130786,22722600.0,85.98041329904483
2004-10-21,74.92127479794269,7429.743597144956,7392.127479794269,29149800.0,85.25316836359819
2004-10-22,86.48196153038732,8936.394484097826,8548.196153038733,73710000.0,86.98350976172982
2004-10-25,93.99013855358456,9651.602261992233,9299.013855358457,65462800.0,86.09075390994018
2004-10-26,91.18146845806655,9561.825128581924,9018.146845806656,44569500.0,85.48889603232917
2004-10-27,93.27292458276477,9405.342080403065,9227.292458276477,26686200.0,89.62165345859137
2004-10-28,96.9492731185053,9649.596069066862,9594.92731185053,29663900.0,90.1683410307547
2004-10-29,95.61515482313425,9928.456885693293,9461.515482313425,42282600.0,88.50821638501102
2004-11-01,98.31849979007033,9814.103888947202,9731.849979007033,24425300.0,90.31880550015745
2004-11-02,97.73670384171302,9893.348509499318,9673.670384171302,22669900.0,92.7964537629894
2004-11-03,96.13174950141702,10011.212343864805,9513.174950141702,27749600.0,92.15948750918443
2004-11-04,92.63595832895979,9449.478324761205,9163.595832895979,28790300.0,93.43843549910781
2004-11-05,84.93719297785242,9043.22425737378,8393.719297785243,39626500.0,94.2409126692558
2004-11-08,86.54214731814842,8699.162170672824,8554.214731814842,22361200.0,96.25212107693922
2004-11-09,84.61118662747978,8687.125013120603,8361.118662747978,22106200.0,96.67843707358034
2004-11-10,84.1898861131521,8552.710087120815,8318.98861131521,21266700.0,96.7486538259683
2004-11-11,91.79335730030441,9115.948750918444,9079.335730030441,29941000.0,99.10593051327805
2004-11-12,91.28177810433505,9419.385430880655,9028.177810433504,33458700.0,96.69348352052062
2004-11-15,92.72122152828803,9345.156292641965,9172.122152828802,23779100.0,101.66884197543823
2004-11-16,86.5396395769917,8901.286107903852,8553.96395769917,41792900.0,97.5511309961163
2004-11-17,86.5170699065813,8802.48110632938,8551.70699065813,36229500.0,97.05459824708723
2004-11-18,84.02939067912249,8648.004251075889,8302.939067912248,33225900.0,94.56691901962843
2004-11-19,84.96227038941954,8425.31683635982,8396.227038941954,17521000.0,97.22512464574368
2004-11-22,82.8056129946468,8401.242521255379,8180.561299464679,24711600.0,97.8319980056681
2004-11-23,84.01935971449565,8467.948436023933,8301.935971449566,24801700.0,97.0696446940275
2004-11-24,87.65056890941534,8787.936207620447,8665.056890941534,30531400.0,97.9924934396977
2004-11-26,89.97273722053112,8929.372808859032,8897.27372205311,12947200.0,97.96741602813059
2004-11-29,90.80530728455967,9075.824892411041,8980.530728455968,21311800.0,100.29459982155977
2004-11-30,91.2717471397082,9078.332633567754,9027.17471397082,15384600.0,102.26568437073581
2004-12-01,90.25861971239635,9053.25522200063,8925.861971239636,15712400.0,98.9554660438753
2004-12-02,89.97775270284455,9003.601947097723,8897.775270284455,12509200.0,97.26023302193765
2004-12-03,90.47930093418705,8981.03227668731,8947.930093418705,11726600.0,94.43150099716595
2004-12-06,88.41793770336936,8962.976540358979,8741.793770336935,12495400.0,90.63979636821665
2004-12-07,85.98041329904483,8737.279836254853,8498.041329904483,13728000.0,88.83422273538365
2004-12-08,85.25316836359819,8610.889681956545,8425.31683635982,15068500.0,94.91298729925475
2004-12-09,86.98350976172982,8601.86181379238,8598.350976172982,15292600.0,94.33119135089746
2004-12-10,86.09075390994018,8671.075469717644,8509.075390994018,8625700.0,95.4646903537315
2004-12-13,85.48889603232917,8585.812270389419,8448.889603232916,9627500.0,98.11286501521991
2004-12-14,89.62165345859137,8868.68547286659,8862.165345859137,22154600.0,96.24710559462581
2004-12-15,90.1683410307547,8962.474992127638,8916.834103075471,22919000.0,103.29887372730136
2004-12-16,88.50821638501102,8952.444027500787,8750.821638501102,17128400.0,105.75646006087962
2004-12-17,90.31880550015745,8952.94557573213,8931.880550015745,14757600.0,102.49639655715336
2004-12-20,92.7964537629894,9352.17796788076,9179.64537629894,19649300.0,98.31849979007033
2004-12-21,92.15948750918443,9323.088170462894,9115.948750918444,11021500.0,99.62754067387425
2004-12-22,93.43843549910781,9271.428702634617,9243.843549910782,7806100.0,96.08661016059621
2004-12-23,94.2409126692558,9359.199643119555,9324.091266925581,7221900.0,94.28103652776319
2004-12-27,96.25212107693922,9594.92731185053,9525.212107693922,12195900.0,93.99013855358456
2004-12-28,96.67843707358034,9607.466017634093,9567.843707358033,8283300.0,96.79379316678913
2004-12-29,96.7486538259683,9605.961372940064,9574.86538259683,5350800.0,97.91726120499632
2004-12-30,99.10593051327805,9842.190589902382,9810.593051327805,11796700.0,99.51218458066548
2004-12-31,96.69348352052062,9924.946048073894,9569.348352052062,15321600.0,99.2563949826808
2005-01-03,101.66884197543823,10113.528183058675,10066.884197543823,31656700.0,99.28147239424793
2005-01-04,97.5511309961163,10077.918258633357,9655.11309961163,27484200.0,95.98128503201428
2005-01-05,97.05459824708723,9775.48467513383,9605.459824708723,16456700.0,97.27527946887793
2005-01-06,94.56691901962843,9725.32985199958,9356.691901962842,20753400.0,94.73744541828486
2005-01-07,97.22512464574368,9642.574393828068,9622.512464574367,19306400.0,93.22276975963052
2005-01-10,97.8319980056681,9835.67046289493,9683.19980056681,15064100.0,94.28605201007663
2005-01-11,97.0696446940275,9816.110081872574,9606.96446940275,13903400.0,93.3180639235856
2005-01-12,97.9924934396977,9726.83449669361,9699.24934396977,16339200.0,92.8767014800042
2005-01-13,97.96741602813059,9800.060538469612,9696.74160281306,13685100.0,93.79202700220426
2005-01-14,100.29459982155977,9931.466175081347,9929.459982155977,19261300.0,93.2378162065708
2005-01-18,102.26568437073581,10182.74183898394,10126.568437073582,26318800.0,94.69732155977748
2005-01-19,98.9554660438753,10196.78518946153,9795.546604387531,22492800.0,92.88673244463104
2005-01-20,97.26023302193765,9742.88404009657,9626.023302193766,17985100.0,90.95577175396242
2005-01-21,94.43150099716595,9698.246247507086,9343.150099716595,18498200.0,90.26865067702319
2005-01-24,90.63979636821665,9395.812664007557,8963.979636821665,28017300.0,89.17527553269655
2005-01-25,88.83422273538365,9040.214967985725,8783.422273538365,21297000.0,87.76592500262413
2005-01-26,94.91298729925475,9399.825049858298,9391.298729925475,24591100.0,89.58152960008398
2005-01-27,94.33119135089746,9372.239897134461,9333.119135089746,13241500.0,88.07186942374304
2005-01-28,95.4646903537315,9665.14406423848,9446.46903537315,24391900.0,89.92258239739687
2005-01-31,98.11286501521991,9748.401070641336,9711.28650152199,19174200.0,90.29874357090374
2005-02-01,96.24710559462581,10119.045213603442,9524.710559462581,37640300.0,90.72004408523145
2005-02-02,103.29887372730136,10773.565655505407,10229.887372730136,65533000.0,89.57651411777054
2005-02-03,105.75646006087962,10601.534612154928,10475.646006087962,25950200.0,89.76710244568069
2005-02-04,102.49639655715336,10319.664506140443,10149.639655715337,29608900.0,89.90252046814317
2005-02-07,98.31849979007033,10251.955494909205,9731.849979007033,25894800.0,90.99088013015638
2005-02-08,99.62754067387425,9931.967723312691,9862.754067387425,22937000.0,90.06301590217276
2005-02-09,96.08661016059621,10011.212343864805,9508.661016059621,34308600.0,90.50437834575416
2005-02-10,94.28103652776319,9540.258554634198,9328.103652776319,37927400.0,90.53447123963471
2005-02-11,93.99013855358456,9545.775585178964,9299.013855358457,26205700.0,90.29874357090374
2005-02-14,96.79379316678913,9583.893250760995,9579.379316678913,77047200.0,92.93187178545188
2005-02-15,97.91726120499632,9922.939855148526,9691.726120499632,51514000.0,94.57694998425526
2005-02-16,99.51218458066548,9897.360895350059,9851.218458066547,33031500.0,94.9029563346279
